# Gboard Dictionary version:1
768	⌟	
769	⌞	
770	⌝	
771	⌜	
772	⌛	
773	⌚	
774	⌙	
775	⌘	
776	⌗	
777	⌖	
778	⌕	
779	⌔	
780	⌓	
781	⌒	
782	⌑	
783	⌐	
784	⌏	
785	⌎	
786	⌍	
787	⌌	
788	⌋	
789	⌊	
790	⌉	
791	⌈	
792	⌇	
793	⌆	
794	⌅	
795	⌄	
796	⌃	
797	☌	
798	☍	
799	☎	
800	☏	
801	☐	
802	☑	
803	☒	
804	☓	
805	☔	
806	☕	
807	☖	
808	☗	
809	☘	
810	☙	
811	☚	
812	☛	
813	☜	
814	☝	
815	☞	
816	☟	
817	☠	
818	☡	
819	☢	
820	☣	
821	☤	
822	☥	
823	☦	
824	☧	
825	☨	
826	☩	
827	☪	
828	☫	
829	☬	
830	☭	
831	☮	
832	☯	
833	☰	
834	☱	
835	☲	
836	☳	
837	☴	
838	☵	
839	☶	
840	☷	
841	☸	
842	☹	
843	☺	
844	☻	
845	☼	
846	☽	
847	☾	
848	☿	
849	♀	
850	♁	
851	♂	
852	♃	
853	♄	
854	♅	
855	♆	
856	♇	
857	♈	
858	♉	
859	♊	
860	♋	
861	♌	
862	♍	
863	♎	
864	♏	
865	♐	
866	♑	
867	♒	
868	♓	
869	♔	
870	♕	
871	♖	
872	♗	
873	♘	
874	♙	
875	♚	
876	♛	
877	♜	
878	♝	
879	♞	
880	♟	
881	♠	
882	♡	
883	♢	
884	♣	
885	♤	
886	♥	
887	♦	
888	♧	
889	♨	
890	♩	
891	♪	
892	♫	
893	♬	
894	♭	
895	♮	
896	♯	
897	♰	
898	♱	
899	♲	
900	♳	
901	♴	
902	♵	
903	♶	
904	♷	
905	♸	
906	♹	
907	♺	
908	♻	
909	♼	
910	♽	
911	♾	
912	♿	
913	⚀	
914	⚁	
915	⚂	
916	⚃	
917	⚄	
918	⚅	
919	⚆	
920	⚇	
921	⚈	
922	⚉	
923	⚊	
924	⚋	
925	⚌	
926	⚍	
927	⚎	
928	⚏	
929	⚐	
930	⚑	
931	⚒	
932	⚓	
933	⚔	
934	⚕	
935	⚖	
936	⚗	
937	⚘	
938	⚙	
939	⚚	
940	⚛	
941	⚜	
942	⚝	
943	⚞	
944	⚟	
945	⚠	
946	⚡	
947	⚢	
948	⚣	
949	⚤	
950	⚥	
951	⚦	
952	⚧	
953	⚨	
954	⚩	
955	⚪	
956	⚫	
957	⚬	
958	⚭	
959	⚮	
960	⚯	
961	⚰	
962	⚱	
963	⚲	
964	⚳	
965	⚴	
966	⚵	
967	⚶	
968	⚷	
969	⚸	
970	⚹	
971	⚺	
972	⚻	
973	⚼	
974	⚽	
975	⚾	
976	⚿	
977	⛀	
978	⛁	
979	⛂	
980	⛃	
981	⛄	
982	⛅	
983	⛆	
984	⛇	
985	⛈	
986	⛉	
987	⛊	
988	⛋	
989	⛌	
990	⛍	
991	⛎	
992	⛏	
993	⛐	
994	⛑	
995	⛒	
996	⛓	
997	⛔	
998	⛕	
999	⛖	
1000	⛗	
1001	⛘	
1002	⛙	
1003	⛚	
1004	⛛	
1005	⛜	
1006	⛝	
1007	⛞	
1008	⛟	
1009	⛠	
1010	⛡	
1011	⛢	
1012	⛣	
1013	⛤	
1014	⛥	
1015	⛦	
1016	⛧	
1017	⛨	
1018	⛩	
1019	⛪	
1020	⛫	
1021	⛬	
1022	⛭	
1023	⛮	
1024	⛯	
1025	⛰	
1026	⛱	
1027	⛲	
1028	⛳	
1029	⛴	
1030	⛵	
1031	⛶	
1032	⛷	
1033	⛸	
1034	⛹	
1035	⛺	
1036	⛻	
1037	⛼	
1038	⛽	
1039	⛾	
1040	⛿	
1041	✀	
1042	✁	
1043	✂	
1044	✃	
1045	✄	
1046	✅	
1047	✆	
1048	✇	
1049	✈	
1050	✉	
1051	✊	
1052	✋	
1053	✌	
1054	✍	
1055	✎	
1056	✏	
1057	✐	
1058	✑	
1059	✒	
1060	✓	
1061	✔	
1062	✕	
1063	✖	
1064	✗	
1065	✘	
1066	✙	
1067	✚	
1068	✛	
1069	✜	
1070	✝	
1071	✞	
1072	✟	
1073	✠	
1074	✡	
1075	✢	
1076	✣	
1077	✤	
1078	✥	
1079	✦	
1080	✧	
1081	✨	
1082	✩	
1083	✪	
1084	✫	
1085	✬	
1086	✭	
1087	✮	
1088	✯	
1089	✰	
1090	✱	
1091	✲	
1092	✳	
1093	✴	
1094	✵	
1095	✶	
1096	✷	
1097	✸	
1098	✹	
1099	✺	
1100	✻	
1101	✼	
1102	✽	
1103	✾	
1104	✿	
1105	❀	
1106	❁	
1107	❂	
1108	❃	
1109	❄	
1110	❅	
1111	❆	
1112	❇	
1113	❈	
1114	❉	
1115	❊	
1116	❋	
1117	❌	
1118	❍	
1119	❎	
1120	❏	
1121	❐	
1122	❑	
1123	❒	
1124	❓	
1125	❔	
1126	❕	
1127	❖	
1128	❗	
1129	❘	
1130	❙	
1131	❚	
1132	❛	
1133	❜	
1134	❝	
1135	❞	
1136	❟	
1137	❠	
1138	❡	
1139	❢	
1140	❣	
1141	❤	
1142	❥	
1143	❦	
1144	❧	
1145	❨	
1146	❩	
1147	❪	
1148	❫	
1149	❬	
1150	❭	
1151	❮	
1152	❯	
1153	❰	
1154	❱	
1155	❲	
1156	❳	
1157	❴	
1158	❵	
1159	❶	
1160	❷	
1161	❸	
1162	❹	
1163	❺	
1164	❻	
1165	❼	
1166	❽	
1167	❾	
1168	❿	
1169	➀	
1170	➁	
1171	➂	
1172	➃	
1173	➄	
1174	➅	
1175	➆	
1176	➇	
1177	➈	
1178	➉	
1179	➊	
1180	➋	
1181	➌	
1182	➍	
1183	➎	
1184	➏	
1185	➐	
1186	➑	
1187	➒	
1188	➓	
1189	➔	
1190	➕	
1191	➖	
1192	➗	
1193	➘	
1194	➙	
1195	➚	
1196	➛	
1197	➜	
1198	➝	
1199	➞	
1200	➟	
1201	➠	
1202	➡	
1203	➢	
1204	➣	
1205	➤	
1206	➥	
1207	➦	
1208	➧	
1209	➨	
1210	➩	
1211	➪	
1212	➫	
1213	➬	
1214	➭	
1215	➮	
1216	➯	
1217	➰	
1218	➱	
1219	➲	
1220	➳	
1221	➴	
1222	➵	
1223	➶	
1224	➷	
1225	➸	
1226	➹	
1227	➺	
1228	➻	
1229	➼	
1230	➽	
1231	➾	
1232	➿	
1233	⟀	
1234	⟁	
1235	⟂	
1236	⟃	
1237	⟄	
1238	⟅	
1239	⟆	
1240	⟇	
1241	⟈	
1242	⟉	
1243	⟊	
1244	⟋	
1245	⟌	
1246	⟍	
1247	⟎	
1248	⟏	
1249	⟐	
1250	⟑	
1251	⟒	
1252	⟓	
1253	⟔	
1254	⟕	
1255	⟖	
1256	⟗	
1257	⟘	
1258	⟙	
1259	⟚	
1260	⟛	
1261	⟜	
1262	⟝	
1263	⟞	
1264	⟟	
1265	⟠	
1266	⟡	
1267	⟢	
1268	⟣	
1269	⟤	
1270	⟥	
1271	⟦	
1272	⟧	
1273	⟨	
1274	⟩	
1275	⟪	
1276	⟫	
1277	⟬	
1278	⟭	
1279	⟮	
1280	⟯	
1281	⟰	
1282	⟱	
1283	⟲	
1284	⟳	
1285	⟴	
1286	⟵	
1287	⟶	
1288	⟷	
1289	⟸	
1290	⟹	
1291	⟺	
1292	⟻	
1293	⟼	
1294	⟽	
1295	⟾	
1296	⟿	
1297	Ⱡⱡ	
1298	Ɫ	
1299	ⱢⱣ	
1300	Ᵽ	
1301	Ɽ	
1302	Ɽⱥⱦ	
1303	Ⱨⱨ	
1304	Ⱪⱪ	
1305	Ⱬⱬ	
1306	Ɑ	
1307	Ɱ	
1308	Ɐ	
1309	Ɒ	
1310	ⱱ	
1311	Ⱳⱳ	
1312	ⱴ	
1313	Ⱶⱶ	
1314	ⱷ	
1315	ⱸ	
1316	ⱹ	
1317	ⱺ	
1318	ⱻ	
1319	ⱼ	
1320	ⱽ	
1321	Ȿ	
1322	Ɀ	
1323	ⲁ	
1324	Ⲃⲃ	
1325	ⲄⲆ	
1326	ⲇ	
1327	Ⲉⲉ	
1328	ⲊⲌ	
1329	ⲍ	
1330	Ⲏⲏ	
1331	Ⲑⲑ	
1332	Ⲓⲓ	
1333	Ⲕⲕ	
1334	Ⲗⲗ	
1335	Ⲙⲙ	
1336	Ⲛⲛ	
1337	Ⲝⲝ	
1338	ⲞⲠ	
1339	ⲡ	
1340	Ⲣⲣ	
1341	ⲤⲦ	
1342	ⲧ	
1343	Ⲩⲩ	
1344	ⲪⲬ	
1345	ⲭ	
1346	ⲮⲰ	
1347	ⲱ	
1348	Ⲳⲳ	
1349	ⲴⲶ	
1350	ⲷ	
1351	Ⲹⲹ	
1352	ⲺⲼ	
1353	ⲽ	
1354	Ⲿⲿ	
1355	ⳀⳂ	
1356	ⳃ	
1357	ⳄⳆ	
1358	ⳇ	
1359	ⳈⳊ	
1360	ⳋ	
1361	Ⳍⳍ	
1362	ⳎⳐ	
1363	ⳑ	
1364	Ⳓⳓ	
1365	ⳔⳖ	
1366	ⳗ	
1367	Ⳙⳙ	
1368	Ⳛⳛ	
1369	Ⳝⳝ	
1370	Ⳟⳟ	
1371	Ⳡⳡ	
1372	Ⳣⳣ	
1373	ⳤ	
1374	ⳬ	
1375	ⳮ	
1376	ⳳ	
1377	ⴀ	
1378	ⴁ	
1379	ⴂ	
1380	ⴃ	
1381	ⴄ	
1382	ⴅ	
1383	ⴆ	
1384	ⴇ	
1385	ⴈ	
1386	ⴉ	
1387	ⴊ	
1388	ⴋ	
1389	ⴌ	
1390	ⴍ	
1391	ⴎ	
1392	ⴏ	
1393	ⴐ	
1394	ⴑ	
1395	ⴒ	
1396	ⴓ	
1397	ⴔ	
1398	ⴕ	
1399	ⴖ	
1400	ⴗ	
1401	ⴘ	
1402	ⴙ	
1403	ⴚ	
1404	ⴛ	
1405	ⴜ	
1406	ⴝ	
1407	ⴞ	
1408	ⴟ	
1409	ⴠ	
1410	ⴡ	
1411	ⴢ	
1412	ⴣ	
1413	ⴤ	
1414	ⴥ	
1415	ⴧ	
1416	ⴭ	
1417	ꙁ	
1418	Ꙃ	
1419	ꙃ	
1420	Ꙅ	
1421	ꙅ	
1422	Ꙇ	
1423	ꙇ	
1424	Ꙉ	
1425	ꙉ	
1426	Ꙋ	
1427	ꙋ	
1428	Ꙍ	
1429	ꙍ	
1430	Ꙏ	
1431	ꙏ	
1432	Ꙑ	
1433	ꙑ	
1434	Ꙓ	
1435	ꙓ	
1436	Ꙕ	
1437	ꙕ	
1438	Ꙗ	
1439	ꙗ	
1440	Ꙙ	
1441	ꙙ	
1442	Ꙛ	
1443	ꙛ	
1444	Ꙝ	
1445	ꙝ	
1446	Ꙟ	
1447	ꙟ	
1448	Ꙡ	
1449	ꙡ	
1450	Ꙣ	
1451	ꙣ	
1452	Ꙥ	
1453	ꙥ	
1454	Ꙧ	
1455	ꙧ	
1456	Ꙩ	
1457	ꙩ	
1458	Ꙫ	
1459	ꙫ	
1460	Ꙭ	
1461	ꙭ	
1462	ꙮ	
1463	꙯	
1464	꙰	
1465	꙱	
1466	꙲	
1467	꙳	
1468	ꙴ	
1469	ꙵ	
1470	ꙶ	
1471	ꙷ	
1472	ꙸ	
1473	ꙹ	
1474	ꙺ	
1475	ꙻ	
1476	꙼	
1477	꙽	
1478	꙾	
1479	Ꚁ	
1480	ꚁ	
1481	Ꚃ	
1482	ꚃ	
1483	Ꚅ	
1484	ꚅ	
1485	Ꚇ	
1486	ꚇ	
1487	Ꚉ	
1488	ꚉ	
1489	Ꚋ	
1490	ꚋ	
1491	Ꚍ	
1492	ꚍ	
1493	Ꚏ	
1494	ꚏ	
1495	Ꚑ	
1496	ꚑ	
1497	Ꚓ	
1498	ꚓ	
1499	Ꚕ	
1500	ꚕ	
1501	Ꚗ	
1502	ꚗ	
1503	Ꚙ	
1504	ꚙ	
1505	Ꚛ	
1506	ꚛ	
1507	ꚜ	
1508	ꚝ	
1509	ꚞ	
1510	ꚟ	
1511	ꚠ	
1512	ꚡ	
1513	ꚢ	
1514	ꚣ	
1515	ꚤ	
1516	ꚥ	
1517	ꚦ	
1518	ꚧ	
1519	ꚨ	
1520	ꚩ	
1521	ꚪ	
1522	ꚫ	
1523	ꚬ	
1524	ꚭ	
1525	ꚮ	
1526	ꚯ	
1527	ꚰ	
1528	ꚱ	
1529	ꚲ	
1530	ꚳ	
1531	ꚴ	
1532	ꚵ	
1533	ꚶ	
1534	ꚷ	
1535	ꚸ	
1536	ꚹ	
1537	ꚺ	
1538	ꚻ	
1539	ꚼ	
1540	ꚽ	
1541	ꚾ	
1542	ꚿ	
1543	ꛀ	
1544	ꛁ	
1545	ꛂ	
1546	ꛃ	
1547	ꛄ	
1548	ꛅ	
1549	ꛆ	
1550	ꛇ	
1551	ꛈ	
1552	ꛉ	
1553	ꛊ	
1554	ꛋ	
1555	ꛌ	
1556	ꛍ	
1557	ꛎ	
1558	ꛏ	
1559	ꛐ	
1560	ꛑ	
1561	ꛒ	
1562	ꛓ	
1563	ꛔ	
1564	ꛕ	
1565	ꛖ	
1566	ꛗ	
1567	ꛘ	
1568	ꛙ	
1569	ꛚ	
1570	ꛛ	
1571	ꛜ	
1572	ꛝ	
1573	ꛞ	
1574	ꛟ	
1575	ꛠ	
1576	ꛡ	
1577	ꛢ	
1578	ꛣ	
1579	ꛤ	
1580	ꛥ	
1581	ꛦ	
1582	ꛧ	
1583	ꛨ	
1584	ꛩ	
1585	ꛪ	
1586	ꛫ	
1587	ꛬ	
1588	ꛭ	
1589	ꛮ	
1590	ꛯ	
1591	꛰	
1592	꛱	
1593	꛲	
1594	꛳	
1595	꛴	
1596	꛵	
1597	꛶	
1598	꛷	
1599	꛸	
1600	꛹	
1601	꛺	
1602	꛻	
1603	꛼	
1604	꛽	
1605	꛾	
1606	꛿	
1607	꜀	
1608	꜁	
1609	꜂	
1610	꜃	
1611	꜄	
1612	꜅	
1613	꜆	
1614	꜇	
1615	꜈	
1616	꜉	
1617	꜊	
1618	꜋	
1619	꜌	
1620	꜍	
1621	꜎	
1622	꜏	
1623	꜐	
1624	꜑	
1625	꜒	
1626	꜓	
1627	꜔	
1628	꜕	
1629	꜖	
1630	ꜗ	
1631	ꜘ	
1632	ꜙ	
1633	ꜚ	
1634	ꜛ	
1635	ꜜ	
1636	ꜝ	
1637	ꜞ	
1638	ꜟ	
1639	꜠	
1640	꜡	
1641	ꜢꜤ	
1642	ꜥ	
1643	ꜦꜨ	
1644	ꜩ	
1645	Ꜫꜫ	
1646	ꜬꜮ	
1647	ꜯ	
1648	ꜰꜱ	
1649	ꜲꜴ	
1650	ꜵ	
1651	ꜶꜸ	
1652	ꜹꜻ	
1653	Ꜽ	
1654	ꜽꜿ	
1655	ꝀꝂ	
1656	ꝃ	
1657	ꝄꝆ	
1658	ꝇ	
1659	ꝈꝊ	
1660	ꝋ	
1661	ꝌꝎ	
1662	ꝏ	
1663	ꝐꝒ	
1664	ꝓ	
1665	ꝔꝖ	
1666	ꝗꝙ	
1667	Ꝛ	
1668	ꝛꝝ	
1669	Ꝟ	
1670	ꝟꝠ	
1671	ꝡꝢ	
1672	ꝣꝤ	
1673	ꝥꝧ	
1674	Ꝩꝩ	
1675	Ꝫꝫ	
1676	Ꝭ	
1677	ꝭꝯ	
1678	ꝰ	
1679	ꝱ	
1680	ꝲ	
1681	ꝳ	
1682	ꝴ	
1683	ꝵ	
1684	ꝶ	
1685	ꝷ	
1686	ꝸ	
1687	Ꝺ	
1688	ꝺ	
1689	Ꝼ	
1690	ꝼ	
1691	Ᵹ	
1692	Ꝿ	
1693	ꝿ	
1694	Ꞁ	
1695	ꞁ	
1696	Ꞃ	
1697	ꞃ	
1698	Ꞅ	
1699	ꞅ	
1700	Ꞇ	
1701	ꞇ	
1702	ꞈ	
1703	꞉	
1704	꞊	
1705	Ꞌꞌ	
1706	Ɥꞎ	
1707	ꞏꞐ	
1708	ꞑ	
1709	Ꞓ	
1710	ꞓ	
1711	ꞔ	
1712	ꞕ	
1713	Ꞗ	
1714	ꞗ	
1715	Ꞙ	
1716	ꞙ	
1717	Ꞛ	
1718	ꞛ	
1719	Ꞝ	
1720	ꞝ	
1721	Ꞟ	
1722	ꞟ	
1723	Ꞡ	
1724	ꞡ	
1725	ꞢꞤ	
1726	ꞥ	
1727	ꞦꞨ	
1728	ꞩ	
1729	Ꞩ	
1730	ꞪꞬ	
1731	Ɬ	
1732	Ɪ	
1733	Ɦ	
1734	Ɜ	
1735	Ɡ	
1736	Ɬ	
1737	ꞎ	
1738	ƺ	
1739	ꞔ	
1740	ꞑ	
1741	ꞓ	
1742	ᵫ	
1743	ꞡ	
1744	ꞣ	
1745	ꞥ	
1746	ꞧ	
1747	ꞩ	
1748	ʧ	
1749	ʨ	
1750	ʦ	
1751	ʣ	
1752	ᴌ	
1753	ᴓ	
1754	ᴔ	
1755	ᴍ	
1756	ᴎ	
1757	ᴏ	
1758	ᴐ	
1759	ᴕ	
1760	ᴖ	
1761	ᴗ	
1762	ᴘ	
1763	ᴙ	
1764	ᴚ	
1765	ᴛ	
1766	ᴜ	
1767	ᴝ	
1768	ᴞ	
1769	ᴟ	
1770	ᴠ	
1771	ᴡ	
1772	ᴢ	
1773	ᴣ	
1774	ᴤ	
1775	ᴥ	
1776	ᴦ	
1777	ᴧ	
1778	ᴨ	
1779	ᴩ	
1780	ᴪ	
1781	ᴫ	
1782	ᴬ	
1783	ᴭ	
1784	ᴮ	
1785	ᴯ	
1786	ᴰ	
1787	ᴱ	
1788	ᴲ	
1789	ᴳ	
1790	ᴴ	
1791	ᴵ	
1792	ᴶ	
1793	ᴷ	
1794	ᴸ	
1795	ᴹ	
1796	ᴺ	
1797	ᴻ	
1798	ᴼ	
1799	ᴽ	
1800	ᴾ	
1801	ᴿ	
1802	ᵀ	
